"ID","M_mass","Names","CE","score","spectrum","spectrum_KRHform","spectrum_KRHform_filtered"
"UT002186",705.56724053,"Phosphatidylethanolamine alkyl 18:0-16:0","30%",5,"255.01:100.000000 256.03:13.303939 282.26:0.690118 283.10:4.768523 284.19:0.929742 390.84:1.543180 393.21:0.412154 405.24:1.087894 438.28:1.830729 439.28:1.696540 448.11:5.798907 448.77:0.225247 466.22:26.564746 467.20:1.639030 580.91:1.035177 614.43:0.273172 615.16:0.503211 644.30:3.196588 668.10:1.538388","255.01, 100.000000; 256.03, 13.303939; 282.26, 0.690118; 283.10, 4.768523; 284.19, 0.929742; 390.84, 1.543180; 393.21, 0.412154; 405.24, 1.087894; 438.28, 1.830729; 439.28, 1.696540; 448.11, 5.798907; 448.77, 0.225247; 466.22, 26.564746; 467.20, 1.639030; 580.91, 1.035177; 614.43, 0.273172; 615.16, 0.503211; 644.30, 3.196588; 668.10, 1.538388","255.01, 100; 466.22, 26.6; 256.03, 13.3; 448.11, 5.8; 283.1, 4.8; 644.3, 3.2; 438.28, 1.8; 439.28, 1.7; 467.2, 1.6; 390.84, 1.5; 668.1, 1.5; 405.24, 1.1; 580.91, 1; 284.19, 0.9; 282.26, 0.7; 615.16, 0.5"
"UT002187",731.582890594,"Phosphatidylethanolamine alkyl 18:0-18:1","30%",5,"254.34:0.711761 281.11:100.000000 282.21:13.465356 309.12:5.403573 310.20:0.677868 323.28:0.261463 406.33:0.261463 420.12:0.290515 437.83:1.510676 438.62:0.508401 448.18:1.951290 466.20:25.095628 467.26:3.481334 694.40:0.721445 731.37:0.314724","254.34, 0.711761; 281.11, 100.000000; 282.21, 13.465356; 309.12, 5.403573; 310.20, 0.677868; 323.28, 0.261463; 406.33, 0.261463; 420.12, 0.290515; 437.83, 1.510676; 438.62, 0.508401; 448.18, 1.951290; 466.20, 25.095628; 467.26, 3.481334; 694.40, 0.721445; 731.37, 0.314724","281.11, 100; 466.2, 25.1; 282.21, 13.5; 309.12, 5.4; 467.26, 3.5; 448.18, 2; 437.83, 1.5; 694.4, 0.7; 254.34, 0.7; 310.2, 0.7; 438.62, 0.5"
"UT002188",761.629840786,"Phosphatidylethanolamine alkyl 18:0-20:0","30%",5,"256.36:1.165964 311.12:100.000000 312.28:6.127512 339.25:24.460432 340.14:3.597122 418.16:2.307120 439.32:5.507318 466.23:29.173902 494.13:1.587695 500.36:2.704044 593.77:2.009427 619.07:4.663855 641.62:3.299429 673.20:8.509055 674.22:3.870007 677.39:4.564624 688.26:1.339618 700.31:14.611759 700.91:1.438849 740.69:1.017117 743.67:2.753659 761.42:4.018854","256.36, 1.165964; 311.12, 100.000000; 312.28, 6.127512; 339.25, 24.460432; 340.14, 3.597122; 418.16, 2.307120; 439.32, 5.507318; 466.23, 29.173902; 494.13, 1.587695; 500.36, 2.704044; 593.77, 2.009427; 619.07, 4.663855; 641.62, 3.299429; 673.20, 8.509055; 674.22, 3.870007; 677.39, 4.564624; 688.26, 1.339618; 700.31, 14.611759; 700.91, 1.438849; 740.69, 1.017117; 743.67, 2.753659; 761.42, 4.018854","311.12, 100; 466.23, 29.2; 339.25, 24.5; 700.31, 14.6; 673.2, 8.5; 312.28, 6.1; 439.32, 5.5; 619.07, 4.7; 677.39, 4.6; 761.42, 4; 674.22, 3.9; 340.14, 3.6; 641.62, 3.3; 743.67, 2.8; 500.36, 2.7; 418.16, 2.3; 593.77, 2; 494.13, 1.6; 700.91, 1.4; 688.26, 1.3; 256.36, 1.2; 740.69, 1"
"UT002189",759.614190722,"Phosphatidylethanolamine alkyl 18:0-20:1","30%",5,"281.14:6.178868 282.16:7.782198 283.24:0.938737 309.07:100.000000 310.12:16.920350 311.09:13.077711 312.16:3.481728 313.19:0.201224 337.21:4.968755 338.40:0.502137 339.11:0.089535 405.24:0.601826 436.31:0.155072 438.11:0.737513 439.05:0.323989 446.13:1.027350 447.53:0.373834 448.22:2.719293 449.20:0.265837 462.13:0.127380 463.15:0.443985 464.12:4.144475 465.09:1.408568 466.14:19.994093 467.22:3.144817 475.54:0.383064 492.23:1.222112 493.11:1.175037 494.27:0.298144 537.34:0.215070 666.20:0.210454 674.77:0.053537 697.73:0.119073 698.61:0.063690 701.80:0.100612 715.51:0.090458 722.49:0.223377","281.14, 6.178868; 282.16, 7.782198; 283.24, 0.938737; 309.07, 100.000000; 310.12, 16.920350; 311.09, 13.077711; 312.16, 3.481728; 313.19, 0.201224; 337.21, 4.968755; 338.40, 0.502137; 339.11, 0.089535; 405.24, 0.601826; 436.31, 0.155072; 438.11, 0.737513; 439.05, 0.323989; 446.13, 1.027350; 447.53, 0.373834; 448.22, 2.719293; 449.20, 0.265837; 462.13, 0.127380; 463.15, 0.443985; 464.12, 4.144475; 465.09, 1.408568; 466.14, 19.994093; 467.22, 3.144817; 475.54, 0.383064; 492.23, 1.222112; 493.11, 1.175037; 494.27, 0.298144; 537.34, 0.215070; 666.20, 0.210454; 674.77, 0.053537; 697.73, 0.119073; 698.61, 0.063690; 701.80, 0.100612; 715.51, 0.090458; 722.49, 0.223377","309.07, 100; 466.14, 20; 310.12, 16.9; 311.09, 13.1; 282.16, 7.8; 281.14, 6.2; 337.21, 5; 464.12, 4.1; 312.16, 3.5; 467.22, 3.1; 448.22, 2.7; 465.09, 1.4; 492.23, 1.2; 493.11, 1.2; 446.13, 1; 283.24, 0.9; 438.11, 0.7; 405.24, 0.6; 338.4, 0.5"
"UT002190",753.56724053,"Phosphatidylethanolamine alkyl 18:0-20:4","30%",5,"231.17:0.400364 259.03:10.741583 284.89:0.295723 285.64:0.814377 301.15:0.941765 303.02:100.000000 304.08:9.986351 307.02:2.170155 331.02:0.245678 333.14:7.479527 404.92:2.079163 435.83:0.218380 448.15:8.157416 449.06:1.351228 462.61:0.450409 463.96:1.715196 466.13:53.603276 467.16:13.680619 628.88:0.737034 670.40:0.682439 692.33:1.537762","231.17, 0.400364; 259.03, 10.741583; 284.89, 0.295723; 285.64, 0.814377; 301.15, 0.941765; 303.02, 100.000000; 304.08, 9.986351; 307.02, 2.170155; 331.02, 0.245678; 333.14, 7.479527; 404.92, 2.079163; 435.83, 0.218380; 448.15, 8.157416; 449.06, 1.351228; 462.61, 0.450409; 463.96, 1.715196; 466.13, 53.603276; 467.16, 13.680619; 628.88, 0.737034; 670.40, 0.682439; 692.33, 1.537762","303.02, 100; 466.13, 53.6; 467.16, 13.7; 259.03, 10.7; 304.08, 10; 448.15, 8.2; 333.14, 7.5; 307.02, 2.2; 404.92, 2.1; 463.96, 1.7; 692.33, 1.5; 449.06, 1.4; 301.15, 0.9; 285.64, 0.8; 628.88, 0.7; 670.4, 0.7"
"UT002191",781.598540658,"Phosphatidylethanolamine alkyl 18:0-22:4","30%",5,"233.35:0.209854 279.28:0.260036 279.98:0.570255 287.20:3.453467 288.39:0.314781 306.69:0.967153 307.33:1.605839 308.29:0.260036 309.32:0.866788 313.30:0.465328 331.10:100.000000 332.17:18.585766 334.97:1.856752 336.22:2.933394 337.07:9.730839 338.19:1.861314 405.00:1.473540 406.25:0.469891 442.16:0.214416 448.26:4.557482 449.05:0.442518 459.78:0.314781 460.96:0.337591 462.26:1.008212 466.14:39.429745 467.25:5.041058 490.38:1.008212 491.27:0.469891 705.39:0.533759 720.25:0.839416 720.87:0.675182 762.15:0.766423","233.35, 0.209854; 279.28, 0.260036; 279.98, 0.570255; 287.20, 3.453467; 288.39, 0.314781; 306.69, 0.967153; 307.33, 1.605839; 308.29, 0.260036; 309.32, 0.866788; 313.30, 0.465328; 331.10, 100.000000; 332.17, 18.585766; 334.97, 1.856752; 336.22, 2.933394; 337.07, 9.730839; 338.19, 1.861314; 405.00, 1.473540; 406.25, 0.469891; 442.16, 0.214416; 448.26, 4.557482; 449.05, 0.442518; 459.78, 0.314781; 460.96, 0.337591; 462.26, 1.008212; 466.14, 39.429745; 467.25, 5.041058; 490.38, 1.008212; 491.27, 0.469891; 705.39, 0.533759; 720.25, 0.839416; 720.87, 0.675182; 762.15, 0.766423","331.1, 100; 466.14, 39.4; 332.17, 18.6; 337.07, 9.7; 467.25, 5; 448.26, 4.6; 287.2, 3.5; 336.22, 2.9; 338.19, 1.9; 334.97, 1.9; 307.33, 1.6; 405, 1.5; 462.26, 1; 490.38, 1; 306.69, 1; 309.32, 0.9; 720.25, 0.8; 762.15, 0.8; 720.87, 0.7; 279.98, 0.6; 705.39, 0.5"
"UT002192",777.56724053,"Phosphatidylethanolamine alkyl 18:0-22:6","30%",5,"229.04:1.695007 229.79:0.408860 231.02:0.365537 241.08:0.435936 249.01:1.343009 251.05:0.157045 255.03:0.923319 259.23:0.452182 267.08:0.240983 268.13:0.197661 274.19:0.205784 283.06:49.848370 284.05:5.729449 285.10:10.952561 286.05:1.221163 290.04:0.108307 308.84:0.917903 311.02:0.257230 327.07:77.764540 328.13:16.922994 329.11:93.355356 330.13:6.866674 331.14:0.246399 332.15:0.601105 375.10:0.111015 403.35:1.759991 405.14:0.768981 406.09:0.926026 421.19:0.481967 435.99:0.522582 444.06:0.568613 446.18:6.449691 447.16:2.409834 448.16:9.901982 449.33:1.719376 462.54:0.373660 464.15:48.137117 466.15:100.000000 467.25:13.294704 519.67:0.181414 686.96:0.292429 687.91:0.530705 688.99:0.243691 702.09:78.901765 702.76:0.419690 707.91:0.243691","229.04, 1.695007; 229.79, 0.408860; 231.02, 0.365537; 241.08, 0.435936; 249.01, 1.343009; 251.05, 0.157045; 255.03, 0.923319; 259.23, 0.452182; 267.08, 0.240983; 268.13, 0.197661; 274.19, 0.205784; 283.06, 49.848370; 284.05, 5.729449; 285.10, 10.952561; 286.05, 1.221163; 290.04, 0.108307; 308.84, 0.917903; 311.02, 0.257230; 327.07, 77.764540; 328.13, 16.922994; 329.11, 93.355356; 330.13, 6.866674; 331.14, 0.246399; 332.15, 0.601105; 375.10, 0.111015; 403.35, 1.759991; 405.14, 0.768981; 406.09, 0.926026; 421.19, 0.481967; 435.99, 0.522582; 444.06, 0.568613; 446.18, 6.449691; 447.16, 2.409834; 448.16, 9.901982; 449.33, 1.719376; 462.54, 0.373660; 464.15, 48.137117; 466.15, 100.000000; 467.25, 13.294704; 519.67, 0.181414; 686.96, 0.292429; 687.91, 0.530705; 688.99, 0.243691; 702.09, 78.901765; 702.76, 0.419690; 707.91, 0.243691","466.15, 100; 329.11, 93.4; 702.09, 78.9; 327.07, 77.8; 283.06, 49.8; 464.15, 48.1; 328.13, 16.9; 467.25, 13.3; 285.1, 11; 448.16, 9.9; 330.13, 6.9; 446.18, 6.4; 284.05, 5.7; 447.16, 2.4; 403.35, 1.8; 449.33, 1.7; 229.04, 1.7; 249.01, 1.3; 286.05, 1.2; 406.09, 0.9; 255.03, 0.9; 308.84, 0.9; 405.14, 0.8; 332.15, 0.6; 444.06, 0.6; 687.91, 0.5; 435.99, 0.5"
"UT002193",757.598540658,"Phosphatidylethanolamine alkyl 18:1-20:1","30%",5,"309.05:100.000000 310.22:16.660071 311.10:1.341072 336.23:0.351757 337.21:0.237436 340.32:0.426505 402.20:0.773864 404.38:0.448490 417.02:0.848613 446.25:0.725498 447.24:0.729895 464.15:22.393704 465.22:5.082883 502.05:0.382535 678.74:0.290199","309.05, 100.000000; 310.22, 16.660071; 311.10, 1.341072; 336.23, 0.351757; 337.21, 0.237436; 340.32, 0.426505; 402.20, 0.773864; 404.38, 0.448490; 417.02, 0.848613; 446.25, 0.725498; 447.24, 0.729895; 464.15, 22.393704; 465.22, 5.082883; 502.05, 0.382535; 678.74, 0.290199","309.05, 100; 464.15, 22.4; 310.22, 16.7; 465.22, 5.1; 311.1, 1.3; 417.02, 0.8; 402.2, 0.8; 447.24, 0.7; 446.25, 0.7"
"UT002194",783.614190722,"Phosphatidylethanolamine alkyl 18:2-22:1","30%",5,"253.06:0.661037 253.95:0.054914 265.14:0.101539 281.18:12.194996 282.09:0.783298 309.07:3.697871 310.39:0.321194 333.10:1.502357 334.35:0.113972 335.40:0.077708 337.16:100.000000 338.18:13.030099 339.14:0.522199 340.35:0.080816 363.28:14.015438 364.19:2.251464 365.23:0.519090 375.21:0.083925 400.46:0.202041 401.21:0.513910 418.00:0.118116 427.34:0.083925 436.19:1.828731 437.28:0.197897 444.13:2.739471 445.24:0.469357 448.37:0.061130 462.15:12.982438 463.23:1.390457 466.14:0.267316 467.12:0.067347 472.29:0.144019 490.14:0.974978 490.77:0.023830 500.14:0.680723 501.08:0.097394 515.06:0.207222 518.16:3.534166 519.34:0.265244 546.30:0.213438 616.71:0.090141 618.25:0.193752 620.34:3.475107 621.28:0.148163 694.83:0.230016 699.79:0.142983 700.76:0.150236 722.07:0.543957 722.79:0.101539 744.81:0.055950 781.76:0.186500","253.06, 0.661037; 253.95, 0.054914; 265.14, 0.101539; 281.18, 12.194996; 282.09, 0.783298; 309.07, 3.697871; 310.39, 0.321194; 333.10, 1.502357; 334.35, 0.113972; 335.40, 0.077708; 337.16, 100.000000; 338.18, 13.030099; 339.14, 0.522199; 340.35, 0.080816; 363.28, 14.015438; 364.19, 2.251464; 365.23, 0.519090; 375.21, 0.083925; 400.46, 0.202041; 401.21, 0.513910; 418.00, 0.118116; 427.34, 0.083925; 436.19, 1.828731; 437.28, 0.197897; 444.13, 2.739471; 445.24, 0.469357; 448.37, 0.061130; 462.15, 12.982438; 463.23, 1.390457; 466.14, 0.267316; 467.12, 0.067347; 472.29, 0.144019; 490.14, 0.974978; 490.77, 0.023830; 500.14, 0.680723; 501.08, 0.097394; 515.06, 0.207222; 518.16, 3.534166; 519.34, 0.265244; 546.30, 0.213438; 616.71, 0.090141; 618.25, 0.193752; 620.34, 3.475107; 621.28, 0.148163; 694.83, 0.230016; 699.79, 0.142983; 700.76, 0.150236; 722.07, 0.543957; 722.79, 0.101539; 744.81, 0.055950; 781.76, 0.186500","337.16, 100; 363.28, 14; 338.18, 13; 462.15, 13; 281.18, 12.2; 309.07, 3.7; 518.16, 3.5; 620.34, 3.5; 444.13, 2.7; 364.19, 2.3; 436.19, 1.8; 333.1, 1.5; 463.23, 1.4; 490.14, 1; 282.09, 0.8; 500.14, 0.7; 253.06, 0.7; 722.07, 0.5; 339.14, 0.5; 365.23, 0.5; 401.21, 0.5"
"UT002195",453.285539378,"Phosphatidylethanolamine lyso 16:0","30%",5,"139.92:0.090755 152.99:0.266643 195.87:2.071303 213.90:1.248082 221.68:0.061842 245.90:0.070676 255.01:100.000000 255.67:0.114046 279.17:0.077905 390.91:0.216848 409.18:0.039354 409.99:0.118865","139.92, 0.090755; 152.99, 0.266643; 195.87, 2.071303; 213.90, 1.248082; 221.68, 0.061842; 245.90, 0.070676; 255.01, 100.000000; 255.67, 0.114046; 279.17, 0.077905; 390.91, 0.216848; 409.18, 0.039354; 409.99, 0.118865","255.01, 100; 195.87, 2.1; 213.9, 1.2"
"UT002196",481.316839506,"Phosphatidylethanolamine lyso 18:0","30%",5,"139.91:0.123738 152.92:0.202986 195.98:1.844952 213.95:1.579401 230.93:0.052137 255.23:0.088980 280.94:0.045185 283.06:100.000000 284.05:1.297862 302.29:0.056308 355.24:0.060479 393.59:0.123043 415.59:0.075772 419.08:0.267636 420.11:0.040319 460.48:0.125129","139.91, 0.123738; 152.92, 0.202986; 195.98, 1.844952; 213.95, 1.579401; 230.93, 0.052137; 255.23, 0.088980; 280.94, 0.045185; 283.06, 100.000000; 284.05, 1.297862; 302.29, 0.056308; 355.24, 0.060479; 393.59, 0.123043; 415.59, 0.075772; 419.08, 0.267636; 420.11, 0.040319; 460.48, 0.125129","283.06, 100; 195.98, 1.8; 213.95, 1.6; 284.05, 1.3"
"UT002197",479.301189442,"Phosphatidylethanolamine lyso 18:1","30%",5,"152.86:0.125726 195.88:0.234263 213.87:1.994922 259.17:0.161578 274.91:0.061881 281.10:100.000000 300.55:0.054514 303.01:1.485632 304.37:0.067283 392.72:0.021118 406.00:0.050094 417.26:0.084472 417.91:0.032905 419.87:0.049603 446.06:0.160596","152.86, 0.125726; 195.88, 0.234263; 213.87, 1.994922; 259.17, 0.161578; 274.91, 0.061881; 281.10, 100.000000; 300.55, 0.054514; 303.01, 1.485632; 304.37, 0.067283; 392.72, 0.021118; 406.00, 0.050094; 417.26, 0.084472; 417.91, 0.032905; 419.87, 0.049603; 446.06, 0.160596","281.1, 100; 213.87, 2; 303.01, 1.5"
"UT002198",507.33248957,"Phosphatidylethanolamine lyso 20:1","30%",5,"213.83:6.113050 281.02:1.758548 309.06:100.000000 310.32:3.279833 349.21:1.535241 392.05:1.200279 405.15:2.595953 408.51:2.568039 444.06:1.088625","213.83, 6.113050; 281.02, 1.758548; 309.06, 100.000000; 310.32, 3.279833; 349.21, 1.535241; 392.05, 1.200279; 405.15, 2.595953; 408.51, 2.568039; 444.06, 1.088625","309.06, 100; 213.83, 6.1; 310.32, 3.3; 405.15, 2.6; 408.51, 2.6; 281.02, 1.8; 349.21, 1.5; 392.05, 1.2; 444.06, 1.1"
"UT002199",501.285539378,"Phosphatidylethanolamine lyso 20:4","30%",5,"162.95:0.118091 178.94:0.084213 205.02:1.370632 214.00:2.121769 259.14:8.436744 275.38:0.097764 285.13:0.404607 301.14:0.062917 303.06:100.000000 304.12:0.631110 358.00:0.111315 358.63:0.356209 359.30:0.133579 418.90:0.053238 438.10:0.062917 452.86:0.046462 469.08:0.137450 473.08:0.057110 486.12:0.178105 514.61:0.062917","162.95, 0.118091; 178.94, 0.084213; 205.02, 1.370632; 214.00, 2.121769; 259.14, 8.436744; 275.38, 0.097764; 285.13, 0.404607; 301.14, 0.062917; 303.06, 100.000000; 304.12, 0.631110; 358.00, 0.111315; 358.63, 0.356209; 359.30, 0.133579; 418.90, 0.053238; 438.10, 0.062917; 452.86, 0.046462; 469.08, 0.137450; 473.08, 0.057110; 486.12, 0.178105; 514.61, 0.062917","303.06, 100; 259.14, 8.4; 214, 2.1; 205.02, 1.4; 304.12, 0.6"
"UT002200",529.316839506,"Phosphatidylethanolamine lyso 22:4","30%",5,"213.96:1.341925 232.90:0.293878 263.36:0.354070 287.14:5.650958 302.72:0.251390 304.76:0.311582 331.09:100.000000 332.10:10.629182 341.86:0.191198 412.15:0.346989 426.60:0.332826 445.32:0.754169 446.29:1.809298 447.05:3.710654 472.21:0.233686 486.71:0.251390 490.45:0.502779","213.96, 1.341925; 232.90, 0.293878; 263.36, 0.354070; 287.14, 5.650958; 302.72, 0.251390; 304.76, 0.311582; 331.09, 100.000000; 332.10, 10.629182; 341.86, 0.191198; 412.15, 0.346989; 426.60, 0.332826; 445.32, 0.754169; 446.29, 1.809298; 447.05, 3.710654; 472.21, 0.233686; 486.71, 0.251390; 490.45, 0.502779","331.09, 100; 332.1, 10.6; 287.14, 5.7; 447.05, 3.7; 446.29, 1.8; 213.96, 1.3; 445.32, 0.8; 490.45, 0.5"
"UT002201",525.285539378,"Phosphatidylethanolamine lyso 22:6","30%",5,"148.84:0.139492 152.73:0.337535 175.01:0.266928 177.11:0.179100 184.72:0.237652 189.28:0.229042 191.11:2.865606 192.17:0.101605 195.90:0.790453 200.94:0.179100 202.11:0.072329 202.99:0.101605 205.40:0.278983 206.10:0.080940 213.87:4.524006 225.26:0.198044 229.11:2.305917 230.28:0.101605 248.99:1.398361 281.27:0.194599 283.07:42.484673 284.18:1.945994 297.17:0.149824 309.40:0.094717 327.02:100.000000 328.05:3.018874 328.72:0.154991 359.84:0.402976 377.52:0.287594 380.73:0.358201 382.11:0.092994 382.98:0.080940 396.17:0.265206 424.66:0.144658 425.78:0.313426 442.66:0.105049 449.82:0.428808 452.15:0.384033 463.87:0.110216 504.56:0.309981","148.84, 0.139492; 152.73, 0.337535; 175.01, 0.266928; 177.11, 0.179100; 184.72, 0.237652; 189.28, 0.229042; 191.11, 2.865606; 192.17, 0.101605; 195.90, 0.790453; 200.94, 0.179100; 202.11, 0.072329; 202.99, 0.101605; 205.40, 0.278983; 206.10, 0.080940; 213.87, 4.524006; 225.26, 0.198044; 229.11, 2.305917; 230.28, 0.101605; 248.99, 1.398361; 281.27, 0.194599; 283.07, 42.484673; 284.18, 1.945994; 297.17, 0.149824; 309.40, 0.094717; 327.02, 100.000000; 328.05, 3.018874; 328.72, 0.154991; 359.84, 0.402976; 377.52, 0.287594; 380.73, 0.358201; 382.11, 0.092994; 382.98, 0.080940; 396.17, 0.265206; 424.66, 0.144658; 425.78, 0.313426; 442.66, 0.105049; 449.82, 0.428808; 452.15, 0.384033; 463.87, 0.110216; 504.56, 0.309981","327.02, 100; 283.07, 42.5; 213.87, 4.5; 328.05, 3; 191.11, 2.9; 229.11, 2.3; 284.18, 1.9; 248.99, 1.4; 195.9, 0.8"
"UT002202",437.290624758,"Phosphatidylethanolamine lyso alkenyl 16:0","30%",5,"139.84:6.403675 152.95:0.873638 166.05:1.612177 195.80:100.000000 196.83:2.638926 206.69:0.585427 239.19:26.218139 346.10:0.945690 375.14:66.441502 376.26:9.087634 392.99:3.665676","139.84, 6.403675; 152.95, 0.873638; 166.05, 1.612177; 195.80, 100.000000; 196.83, 2.638926; 206.69, 0.585427; 239.19, 26.218139; 346.10, 0.945690; 375.14, 66.441502; 376.26, 9.087634; 392.99, 3.665676","195.8, 100; 375.14, 66.4; 239.19, 26.2; 376.26, 9.1; 139.84, 6.4; 392.99, 3.7; 196.83, 2.6; 166.05, 1.6; 346.1, 0.9; 152.95, 0.9; 206.69, 0.6"
"UT002203",465.321924886,"Phosphatidylethanolamine lyso alkenyl 18:0","30%",5,"139.84:9.005515 152.84:1.128921 165.68:1.318511 195.86:100.000000 197.06:2.007928 265.14:1.180627 267.10:25.336091 268.04:1.835574 361.72:0.637711 365.71:1.465012 366.46:0.637711 382.74:0.749741 403.05:80.851431 404.11:11.340917 407.11:1.128921 417.07:0.792830 421.56:0.551534 444.08:1.792485","139.84, 9.005515; 152.84, 1.128921; 165.68, 1.318511; 195.86, 100.000000; 197.06, 2.007928; 265.14, 1.180627; 267.10, 25.336091; 268.04, 1.835574; 361.72, 0.637711; 365.71, 1.465012; 366.46, 0.637711; 382.74, 0.749741; 403.05, 80.851431; 404.11, 11.340917; 407.11, 1.128921; 417.07, 0.792830; 421.56, 0.551534; 444.08, 1.792485","195.86, 100; 403.05, 80.9; 267.1, 25.3; 404.11, 11.3; 139.84, 9; 197.06, 2; 268.04, 1.8; 444.08, 1.8; 365.71, 1.5; 165.68, 1.3; 265.14, 1.2; 152.84, 1.1; 407.11, 1.1; 417.07, 0.8; 382.74, 0.7; 361.72, 0.6; 366.46, 0.6; 421.56, 0.6"
"UT002204",463.306274822,"Phosphatidylethanolamine lyso alkenyl 18:1","30%",5,"134.72:0.532428 139.27:0.220315 139.88:5.815395 152.90:1.032726 165.72:0.353422 195.83:100.000000 196.71:0.371781 260.84:0.403911 265.16:21.021710 266.10:0.881259 284.82:0.353422 313.74:0.573737 359.00:0.509478 401.16:61.678983 402.15:10.015147 419.13:4.071235 435.09:0.922569 447.04:0.403911","134.72, 0.532428; 139.27, 0.220315; 139.88, 5.815395; 152.90, 1.032726; 165.72, 0.353422; 195.83, 100.000000; 196.71, 0.371781; 260.84, 0.403911; 265.16, 21.021710; 266.10, 0.881259; 284.82, 0.353422; 313.74, 0.573737; 359.00, 0.509478; 401.16, 61.678983; 402.15, 10.015147; 419.13, 4.071235; 435.09, 0.922569; 447.04, 0.403911","195.83, 100; 401.16, 61.7; 265.16, 21; 402.15, 10; 139.88, 5.8; 419.13, 4.1; 152.9, 1; 435.09, 0.9; 266.1, 0.9; 313.74, 0.6; 134.72, 0.5; 359, 0.5"
"UT002205",770.50978523,"Phosphatidylglyceride 16:0-20:4","30%",5,"234.84:0.406601 249.17:1.722076 255.13:24.850514 256.03:4.329108 259.06:1.973212 283.16:14.781153 303.09:100.000000 304.16:9.878020 326.45:1.578570 327.25:13.824444 368.52:1.183927 388.88:2.391772 390.97:9.997608 391.98:4.663956 439.15:5.608706 440.23:1.470940 441.72:1.518775 460.03:9.698637 465.07:6.338197 466.03:0.837120 483.03:15.570438 484.11:5.178187 505.99:1.494858 512.91:2.487443 708.46:3.922507 709.20:0.837120 723.47:1.865582 726.66:1.889500","234.84, 0.406601; 249.17, 1.722076; 255.13, 24.850514; 256.03, 4.329108; 259.06, 1.973212; 283.16, 14.781153; 303.09, 100.000000; 304.16, 9.878020; 326.45, 1.578570; 327.25, 13.824444; 368.52, 1.183927; 388.88, 2.391772; 390.97, 9.997608; 391.98, 4.663956; 439.15, 5.608706; 440.23, 1.470940; 441.72, 1.518775; 460.03, 9.698637; 465.07, 6.338197; 466.03, 0.837120; 483.03, 15.570438; 484.11, 5.178187; 505.99, 1.494858; 512.91, 2.487443; 708.46, 3.922507; 709.20, 0.837120; 723.47, 1.865582; 726.66, 1.889500","303.09, 100; 255.13, 24.9; 483.03, 15.6; 283.16, 14.8; 327.25, 13.8; 390.97, 10; 304.16, 9.9; 460.03, 9.7; 465.07, 6.3; 439.15, 5.6; 484.11, 5.2; 391.98, 4.7; 256.03, 4.3; 708.46, 3.9; 512.91, 2.5; 388.88, 2.4; 259.06, 2; 726.66, 1.9; 723.47, 1.9; 249.17, 1.7; 326.45, 1.6; 441.72, 1.5; 505.99, 1.5; 440.23, 1.5; 368.52, 1.2; 466.03, 0.8; 709.2, 0.8"
"UT002206",798.541085358,"Phosphatidylglyceride 18:0-20:4","30%",5,"226.77:1.845077 259.11:4.914904 259.96:2.369970 283.08:55.145538 284.16:6.521393 303.11:100.000000 304.11:18.084937 327.38:0.811198 419.14:8.032448 420.20:3.499284 438.94:2.195006 493.01:4.660410 511.08:26.817242 511.71:3.849213 512.71:10.322889 531.17:1.479243 710.24:2.481311 714.01:1.972324 715.29:3.912836 723.09:1.622395 732.76:3.769683 751.20:1.161126 753.54:1.558772","226.77, 1.845077; 259.11, 4.914904; 259.96, 2.369970; 283.08, 55.145538; 284.16, 6.521393; 303.11, 100.000000; 304.11, 18.084937; 327.38, 0.811198; 419.14, 8.032448; 420.20, 3.499284; 438.94, 2.195006; 493.01, 4.660410; 511.08, 26.817242; 511.71, 3.849213; 512.71, 10.322889; 531.17, 1.479243; 710.24, 2.481311; 714.01, 1.972324; 715.29, 3.912836; 723.09, 1.622395; 732.76, 3.769683; 751.20, 1.161126; 753.54, 1.558772","303.11, 100; 283.08, 55.1; 511.08, 26.8; 304.11, 18.1; 512.71, 10.3; 419.14, 8; 284.16, 6.5; 259.11, 4.9; 493.01, 4.7; 715.29, 3.9; 511.71, 3.8; 732.76, 3.8; 420.2, 3.5; 710.24, 2.5; 259.96, 2.4; 438.94, 2.2; 714.01, 2; 226.77, 1.8; 723.09, 1.6; 753.54, 1.6; 531.17, 1.5; 751.2, 1.2; 327.38, 0.8"
